archivo,ruta_completa,estacion_clave,estacion_nombre,localizacion,estacion_lat,estacion_lon,estacion_altitud_msnm,tipo_suelo,institucion,sensor_modelo,sensor_serie,num_canales,orientaciones,fs_hz,dt_s,sismo_fecha,sismo_hora,sismo_mag,sismo_lat,sismo_lon,sismo_prof_km,sismo_fuente,registro_hora_inicio,duraciones_s,num_muestras_reportadas,pga_reportado_gal,unidades,origen_seisan,distancia_epicentral_km,azimut_deg,pga_z_gal,pga_n_gal,pga_e_gal,pga_max_gal,calidad_status,calidad_observaciones
AMVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\AMVM2411.191,AMVM,AMECAMECA,,19.13189,-98.7859,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,59.473,132.54,0.1721,0.2086,0.2999,0.2999,OK,
APVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\APVM2411.191,APVM,AZCAPOTZALCO,,19.488017,-99.20865,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,0.891,221.68,5.0918,10.3249,19.4662,19.4662,OK,
ATVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\ATVM2411.191,ATVM,ATLACOMULCO,,19.76185,-99.841,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,73.157,294.13,0.1179,0.11,0.0906,0.1179,OK,
AZVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\AZVM2411.191,AZVM,ATIZAPAN,,19.58483,-99.2829,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,13.119,320.35,0.0254,0.0436,0.0348,0.0436,OK,
BJVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\BJVM2411.191,BJVM,BENITO JUAREZ,,19.375,-99.17065,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,13.66,165.62,2.5184,1.0373,1.4443,2.5184,OK,
CCHN2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\CCHN2411.191,CCHN,CCH Naucalpan,,19.47454,-99.242694,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,4.69,242.53,1.8555,4.695,4.1034,4.695,OK,
CCHO2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\CCHO2411.191,CCHO,CCH Oriente,,19.384084,-99.05987,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,19.355,129.13,1.7552,1.5367,2.4662,2.4662,OK,
CCHS2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\CCHS2411.191,CCHS,CCH Sur,,19.311925,-99.198544,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,20.251,178.68,0.8486,1.3312,1.3861,1.3861,OK,
CCHV2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\CCHV2411.191,CCHV,CCH Vallejo,,19.482307,-99.140487,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,6.681,101.21,1.5056,1.28,1.6051,1.6051,OK,
CENA2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-0322-03_M1_8_CDMX\ACEL\ASA\CENA2411.191,CENA,CENAPRED,,19.314684,-99.175392,,,CENTRO NACIONAL DE PREVENCION DE DESASTRES,,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,03:22:03,/M=1.8,19.494,-99.203,1.0,,03:21:33.000,[],[],[],Gal,2024-11-19-0321-33S.cdmx__285,20.148,171.73,0.0667,0.0741,0.0772,0.0772,OK,
