archivo,ruta_completa,estacion_clave,estacion_nombre,localizacion,estacion_lat,estacion_lon,estacion_altitud_msnm,tipo_suelo,institucion,sensor_modelo,sensor_serie,num_canales,orientaciones,fs_hz,dt_s,sismo_fecha,sismo_hora,sismo_mag,sismo_lat,sismo_lon,sismo_prof_km,sismo_fuente,registro_hora_inicio,duraciones_s,num_muestras_reportadas,pga_reportado_gal,unidades,origen_seisan,distancia_epicentral_km,azimut_deg,pga_z_gal,pga_n_gal,pga_e_gal,pga_max_gal,calidad_status,calidad_observaciones
AL012312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\AL012312.122,AL01,ALAMEDA,"Del. Cuauhtémoc, Col. Centro,",19.4356,-99.1453,2232.0,"Terreno blando, material compresible","CIRES, A. C.",RAD_IO14,,3,S00E/+V/N90W,100.0,0.01,12/DIC/23,17:07:52.0,/Mc=3,19.36,-99.2,1.0,,17:06:58.00,[],[],[],Gal,,10.177,34.3,2.98222,1.36377,1.63053,2.98222,OK,
AO242312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\AO242312.122,AO24,ALBERCA OLÍMPICA,"Del. Benito Juárez, Col. General Pedro",19.358,-99.1539,2235.0,Transición,"CIRES, A. C.",RAD_IO14,,3,N00E/+V/N90W,100.0,0.01,12/DIC/23,17:07:52.0,/Mc=3,19.36,-99.2,1.0,,17:06:56.00,[],[],[],Gal,,4.841,92.63,8.08943,6.21361,6.28945,8.08943,OK,
AP682312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\AP682312.122,AP68,"JARDÍN DE NIÑOS ""JUAN B. DE LA SALLE""","Del. Iztapalapa, Col. Santa María",19.3809,-99.1068,2232.0,"Arcilloso, zona lago","CIRES, A. C.",RAD_IO14,,3,N00E/+V/N90W,100.0,0.01,12/DIC/23,17:07:52.0,/Mc=3.0,19.36,-99.2,1.0,,17:05:32.00,[],[],[],Gal,,10.049,76.61,2.8023,1.57456,2.36999,2.8023,OK,
APVM2312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\APVM2312.122,APVM,AZCAPOTZALCO,,19.488017,-99.20865,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2023/12/12,17:07:52,/M=3.0,19.363,-99.22,1.0,,17:07:45.470,[],[],[],Gal,2023-12-12-1707-45S.NSN___126,13.952,4.89,0.5354,0.7131,0.7964,0.7964,OK,
AR142312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\AR142312.122,AR14,"ESC. PRIM. ""JOSÉ ORDAZ LÓPEZ""","Del. Gustavo A. Madero,",19.4808,-99.076,2232.0,"Arcilloso, zona lago","CIRES, A. C.",RAD_IO14,,3,N00E/+V/N90W,100.0,0.01,12/DIC/23,17:07:52.0,/Mc=3,19.36,-99.2,1.0,,17:06:57.00,[],[],[],Gal,,18.696,44.05,0.89222,2.53774,1.1266,2.53774,OK,
AU112312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\AU112312.122,AU11,AUTÓDROMO,"Del. Iztacalco, Cd. Deportiva",19.3919,-99.0869,2234.0,"Terreno blando, material compresible","CIRES, A. C.",RAD_IO14,,3,S00E/+V/N90W,100.0,0.01,12/DIC/23,17:07:52.0,/Mc=3.0,19.36,-99.2,1.0,,17:05:32.00,[],[],[],Gal,,12.383,73.34,0.60761,0.40691,1.14518,1.14518,OK,
AU462312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\AU462312.122,AU46,ESC. SEC. TÉC. NO. 14,"Del. Benito Juárez, Col. del Valle,",19.3832,-99.1681,2233.0,Transición,"CIRES, A. C.",RAD_IO14,,3,N00E/+V/N90W,100.0,0.01,12/DIC/23,17:07:52.0,/Mc=3,19.36,-99.2,1.0,,17:06:57.00,[],[],[],Gal,,4.225,52.37,13.6447,8.74948,11.9532,13.6447,OK,
BA492312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\BA492312.122,BA49,BUENOS AIRES,"Del. Cuauhtémoc, Col. Doctores,",19.4097,-99.145,2233.0,"Terreno blando, material compresible","CIRES, A. C.",RAD_IO14,,3,S00E/+V/N90W,100.0,0.01,12/DIC/23,17:07:52.0,/Mc=3.0,19.36,-99.2,1.0,,17:05:32.00,[],[],[],Gal,,7.989,46.22,2.72918,1.78233,3.223,3.223,OK,
BJVM2312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\BJVM2312.122,BJVM,BENITO JUAREZ,,19.375,-99.17065,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2023/12/12,17:07:52,/M=3.0,19.363,-99.22,1.0,,17:07:45.470,[],[],[],Gal,2023-12-12-1707-45S.NSN___126,5.346,75.54,14.4761,17.3165,28.2644,28.2644,OK,
BL452312.122,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2023_12_12_1707_52_M3_CDMX\ACEL\ASA\BL452312.122,BL45,BALDERAS,"Del. Cuauhtémoc, Col. Doctores,",19.4253,-99.1481,2232.0,"Terreno blando, material compresible","CIRES, A. C.",RAD_IO14,,3,S00E/+V/N90W,100.0,0.01,12/DIC/23,17:07:52.0,/Mc=3,19.36,-99.2,1.0,,17:06:58.00,[],[],[],Gal,,9.075,36.85,2.7409,2.0995,2.85516,2.85516,OK,
