archivo,ruta_completa,estacion_clave,estacion_nombre,localizacion,estacion_lat,estacion_lon,estacion_altitud_msnm,tipo_suelo,institucion,sensor_modelo,sensor_serie,num_canales,orientaciones,fs_hz,dt_s,sismo_fecha,sismo_hora,sismo_mag,sismo_lat,sismo_lon,sismo_prof_km,sismo_fuente,registro_hora_inicio,duraciones_s,num_muestras_reportadas,pga_reportado_gal,unidades,origen_seisan,distancia_epicentral_km,azimut_deg,pga_z_gal,pga_n_gal,pga_e_gal,pga_max_gal,calidad_status,calidad_observaciones
APVM2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\APVM2409.269,APVM,AZCAPOTZALCO,,19.488017,-99.20865,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,10.593,337.51,0.6131,0.7455,0.8846,0.8846,OK,
ATVM2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\ATVM2409.269,ATVM,ATLACOMULCO,,19.76185,-99.841,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,80.997,299.9,0.176,0.1991,0.28,0.28,OK,
AZVM2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\AZVM2409.269,AZVM,ATIZAPAN,,19.58483,-99.2829,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,23.716,330.08,0.0393,0.0824,0.0468,0.0824,OK,
BJVM2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\BJVM2409.269,BJVM,BENITO JUAREZ,,19.375,-99.17065,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,2.781,181.41,0.9728,2.3981,1.2029,2.3981,OK,
CCHA2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\CCHA2409.269,CCHA,CCH Azcapotzalco,,19.498895,-99.204878,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,11.589,341.61,1.2355,1.3026,1.8449,1.8449,OK,
CCHN2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\CCHN2409.269,CCHN,CCH Naucalpan,,19.47454,-99.242694,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,11.261,317.41,0.9044,1.2624,1.4639,1.4639,OK,
CCHO2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\CCHO2409.269,CCHO,CCH Oriente,,19.384084,-99.05987,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,11.686,98.69,1.7998,1.4282,2.1008,2.1008,OK,
CCHS2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\CCHS2409.269,CCHS,CCH Sur,,19.311925,-99.198544,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,10.241,197.01,0.9706,1.5084,1.4768,1.5084,OK,
CCHV2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\CCHV2409.269,CCHV,CCH Vallejo,,19.482307,-99.140487,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,9.661,18.68,1.0895,1.8705,1.688,1.8705,OK,
CENA2409.269,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1741_M2.2_CDMX\ACEL\ASA\CENA2409.269,CENA,CENAPRED,,19.314684,-99.175392,,,CENTRO NACIONAL DE PREVENCION DE DESASTRES,,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,17:41:49,/M=2.2,19.4,-99.17,1.0,,17:41:20.000,[],[],[],Gal,2024-09-26-1741-20S.cdmx__267,9.504,183.41,0.972,1.5337,1.0603,1.5337,OK,
