archivo,ruta_completa,estacion_clave,estacion_nombre,localizacion,estacion_lat,estacion_lon,estacion_altitud_msnm,tipo_suelo,institucion,sensor_modelo,sensor_serie,num_canales,orientaciones,fs_hz,dt_s,sismo_fecha,sismo_hora,sismo_mag,sismo_lat,sismo_lon,sismo_prof_km,sismo_fuente,registro_hora_inicio,duraciones_s,num_muestras_reportadas,pga_reportado_gal,unidades,origen_seisan,distancia_epicentral_km,azimut_deg,pga_z_gal,pga_n_gal,pga_e_gal,pga_max_gal,calidad_status,calidad_observaciones
AMVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\AMVM2411.191,AMVM,AMECAMECA,,19.13189,-98.7859,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,53.409,122.01,0.1214,0.2094,0.157,0.2094,OK,
APVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\APVM2411.191,APVM,AZCAPOTZALCO,,19.488017,-99.20865,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,11.267,4.46,0.7213,0.6478,0.9136,0.9136,OK,
ATVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\ATVM2411.191,ATVM,ATLACOMULCO,,19.76185,-99.841,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,77.533,302.62,0.1504,0.2811,0.2124,0.2811,OK,
AZVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\AZVM2411.191,AZVM,ATIZAPAN,,19.58483,-99.2829,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,23.057,342.58,0.0141,0.0135,0.0111,0.0141,OK,
BJVM2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\BJVM2411.191,BJVM,BENITO JUAREZ,,19.375,-99.17065,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,5.042,105.34,0.4325,0.251,0.7212,0.7212,OK,
CCHN2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\CCHN2411.191,CCHN,CCH Naucalpan,,19.47454,-99.242694,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,10.1,344.53,0.9889,1.2646,1.2832,1.2832,OK,
CCHO2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\CCHO2411.191,CCHO,CCH Oriente,,19.384084,-99.05987,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,16.485,91.1,1.8788,1.4894,1.6175,1.8788,OK,
CCHS2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\CCHS2411.191,CCHS,CCH Sur,,19.311925,-99.198544,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,8.57,166.94,0.7844,1.3431,1.4057,1.4057,OK,
CCHV2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\CCHV2411.191,CCHV,CCH Vallejo,,19.482307,-99.140487,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,13.292,37.12,0.8278,1.2225,1.3905,1.3905,OK,
CENA2411.191,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-11-19-1107-44_M1_7_CDMX\ACEL\ASA\CENA2411.191,CENA,CENAPRED,,19.314684,-99.175392,,,CENTRO NACIONAL DE PREVENCION DE DESASTRES,,,3,HLZ/HLN/HLE,100.0,0.01,2024/11/19,11:07:44,/M=1.7,19.387,-99.217,1.0,,11:07:14.000,[],[],[],Gal,2024-11-19-1107-14S.cdmx__285,9.15,151.5,0.0325,0.0554,0.0401,0.0554,OK,
