archivo,ruta_completa,estacion_clave,estacion_nombre,localizacion,estacion_lat,estacion_lon,estacion_altitud_msnm,tipo_suelo,institucion,sensor_modelo,sensor_serie,num_canales,orientaciones,fs_hz,dt_s,sismo_fecha,sismo_hora,sismo_mag,sismo_lat,sismo_lon,sismo_prof_km,sismo_fuente,registro_hora_inicio,duraciones_s,num_muestras_reportadas,pga_reportado_gal,unidades,origen_seisan,distancia_epicentral_km,azimut_deg,pga_z_gal,pga_n_gal,pga_e_gal,pga_max_gal,calidad_status,calidad_observaciones
APVM2409.263,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\APVM2409.263,APVM,AZCAPOTZALCO,,19.488017,-99.20865,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,11.073,349.83,0.4157,0.4183,0.9527,0.9527,OK,
ATVM2409.263,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\ATVM2409.263,ATVM,ATLACOMULCO,,19.76185,-99.841,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,79.758,301.33,0.0095,0.0162,0.0189,0.0189,OK,
AZVM2409.263,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\AZVM2409.263,AZVM,ATIZAPAN,,19.58483,-99.2829,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,23.752,335.81,0.0108,0.01,0.011,0.011,OK,
BJVM2409.263,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\BJVM2409.263,BJVM,BENITO JUAREZ,,19.375,-99.17065,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,2.627,129.41,0.2116,0.4709,0.4381,0.4709,OK,
CCHA2409.263,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\CCHA2409.263,CCHA,CCH Azcapotzalco,,19.498895,-99.204878,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,12.209,352.66,0.7208,1.3398,1.3841,1.3841,OK,
CCHN2409.262,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\CCHN2409.262,CCHN,CCH Naucalpan,,19.47454,-99.242694,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,10.904,329.56,0.8766,1.4333,1.3924,1.4333,OK,
CCHO2409.263,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\CCHO2409.263,CCHO,CCH Oriente,,19.384084,-99.05987,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,13.665,92.74,1.5137,1.4705,1.5834,1.5834,OK,
CCHS2409.263,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\CCHS2409.263,CCHS,CCH Sur,,19.311925,-99.198544,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,8.728,185.9,1.0557,1.3514,1.3432,1.3514,OK,
CCHV2409.263,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\CCHV2409.263,CCHV,CCH Vallejo,,19.482307,-99.140487,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,11.502,26.82,0.8903,1.4823,1.266,1.4823,OK,
CENA2409.263,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-26-1121_M1_0_CDMX\ACEL\ASA\CENA2409.263,CENA,CENAPRED,,19.314684,-99.175392,,,CENTRO NACIONAL DE PREVENCION DE DESASTRES,,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/26,11:21:31,/M=1.0,19.39,-99.19,1.0,,11:21:00.000,[],[],[],Gal,2024-09-26-1121-00S.cdmx__267,8.514,169.63,0.0344,0.0532,0.0434,0.0532,OK,
