archivo,ruta_completa,estacion_clave,estacion_nombre,localizacion,estacion_lat,estacion_lon,estacion_altitud_msnm,tipo_suelo,institucion,sensor_modelo,sensor_serie,num_canales,orientaciones,fs_hz,dt_s,sismo_fecha,sismo_hora,sismo_mag,sismo_lat,sismo_lon,sismo_prof_km,sismo_fuente,registro_hora_inicio,duraciones_s,num_muestras_reportadas,pga_reportado_gal,unidades,origen_seisan,distancia_epicentral_km,azimut_deg,pga_z_gal,pga_n_gal,pga_e_gal,pga_max_gal,calidad_status,calidad_observaciones
APVM2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\APVM2409.273,APVM,AZCAPOTZALCO,,19.488017,-99.20865,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,10.238,342.94,0.3714,0.5099,0.6402,0.6402,OK,
ATVM2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\ATVM2409.273,ATVM,ATLACOMULCO,,19.76185,-99.841,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,80.09,300.27,0.0968,0.1357,0.1438,0.1438,OK,
AZVM2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\AZVM2409.273,AZVM,ATIZAPAN,,19.58483,-99.2829,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,23.211,332.33,0.0259,0.0455,0.0356,0.0455,OK,
BJVM2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\BJVM2409.273,BJVM,BENITO JUAREZ,,19.375,-99.17065,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,Episensor,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,2.948,160.57,0.6669,0.9577,0.7075,0.9577,OK,
CCHA2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CCHA2409.273,CCHA,CCH Azcapotzalco,,19.498895,-99.204878,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,11.302,346.66,0.986,1.4271,1.4168,1.4271,OK,
CCHN2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CCHN2409.273,CCHN,CCH Naucalpan,,19.47454,-99.242694,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,10.579,321.59,0.8766,1.3088,1.2998,1.3088,OK,
CCHO2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CCHO2409.273,CCHO,CCH Oriente,,19.384084,-99.05987,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,12.724,97.98,1.3118,1.313,1.5886,1.5886,OK,
CCHS2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CCHS2409.273,CCHS,CCH Sur,,19.311925,-99.198544,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,9.985,191.24,0.824,1.2432,1.2648,1.2648,OK,
CCHV2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CCHV2409.273,CCHV,CCH Vallejo,,19.482307,-99.140487,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,10.046,24.35,0.9271,1.3489,1.4005,1.4005,OK,
CENA2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CENA2409.273,CENA,CENAPRED,,19.314684,-99.175392,,,CENTRO NACIONAL DE PREVENCION DE DESASTRES,,,3,HLZ/HLN/HLE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,9.499,177.08,0.0594,0.1152,0.0653,0.1152,OK,
CM552409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CM552409.273,CM55,ESCUELA SECUNDARIA TECNICA 55,"CALLE SUR 28 S/N, COL. IZTACALCO, ALCALD",19.385019,-99.064004,2238.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,ETNA 2,101281,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,12.28,97.78,0.1201,0.1107,0.0617,0.1201,OK,
CMAD2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMAD2409.273,CMAD,Colegio Madrid A.C.,,19.288766,-99.133744,,,SERVICIO SISMOLOGICO NACIONAL del INSTITUTO DE GEOFISICA UNAM,RS-4D,,3,ENZ/ENN/ENE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,13.287,158.57,0.731,1.4536,1.6976,1.6976,OK,
CMBM2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMBM2409.273,CMBM,BARTOLOME DE MEDINA,"ESCUELA PRIMARIA BARTOLOME DE MEDINA, SO",19.401245,-99.199547,2322.0,?,INSTITUTO DE INGENIERIA UNAM,ETNA 2,101285,3,HNZ/HNW/HNN,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,2.055,273.87,0.394,0.375,0.6921,0.6921,OK,
CMCL2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMCL2409.273,CMCL,HOSPITAL CLINICA LONDRES,"CALLE DURANGO, DENTRO DE LAS INSTALACION",19.421417,-99.156975,2245.0,ZONA DE LAGO,INSTITUTO DE INGENIERIA UNAM,ETNA 2,102505,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,3.392,45.39,0.1796,0.124,0.0718,0.1796,OK,
CMCT2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMCT2409.273,CMCT,CENTRO CULTURAL UNIVERSITARIO TLATELOLCO CAMPO LIBRE SITIO 2,SOTANO DE LA TORRE LADO SUROESTE. AV. RI,19.450048,-99.137962,2240.0,?,INSTITUTO DE INGENIERIA UNAM,ETNA 2,103731,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,7.1,38.38,1.3958,0.1741,0.1965,1.3958,OK,
CMCU2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMCU2409.273,CMCU,CIUDAD UNIVERSITARIA PATIO IIUNAM,CASETA DEL PATIO DEL INSTITUTO DE INGENI,19.330278,-99.181023,2285.0,?,INSTITUTO DE INGENIERIA UNAM,ETNA 2,103458,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,7.753,180.79,0.0997,0.0908,0.08,0.0997,OK,
CMEA2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMEA2409.273,CMEA,ESCUELA SECUNDARIA ENRIQUE O ARAGON,"CERRADA COMONFORT S/N, COL. SAN LUCAS, A",19.359965,-99.09599,2239.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,866,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,9.873,116.79,0.6511,0.3749,0.3602,0.6511,OK,
CMEN2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMEN2409.273,CMEN,JARDIN DE NIÑOS CENTENARIO DE LA HEROICA ESC. NAVAL MILITAR,"COL. BALDIO CANAL NACIONAL, ALCALDIA TLA",19.295514,-99.102591,2235.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,ETNA 2,101616,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,14.175,145.03,0.9309,0.3425,0.4455,0.9309,OK,
CMFZ2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMFZ2409.273,CMFZ,FES ZARAGOZA,"CALZADA IGNACIO ZARAGOZA S/N, COL EJERCI",19.384119,-99.036316,2307.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,ETNA 2,103842,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,15.174,96.66,0.978,0.8226,0.9755,0.978,OK,
CMJC2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMJC2409.273,CMJC,ESCUELA PRIMARIA JOSE CLEMENTE OROZCO,"CALLE NORTE 94 NO. 4345, COL. LA MALINCH",19.452758,-99.10143,2232.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,1073,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,10.114,54.54,0.2303,0.1402,0.1235,0.2303,OK,
CMJR2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMJR2409.273,CMJR,ESCUELA PRIMARIA JOSE ROMERO Y FUENTES,"AVENIDA 2 NO. 28, COL. LOMAS DE SAN LAZA",19.319067,-99.062632,2263.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,894,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,15.251,126.14,0.3844,0.2533,0.2815,0.3844,OK,
CMMG2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMMG2409.273,CMMG,ESCUELA PRIMARIA GENERAL MARCIANO GONZALEZ,"CALLE CAHITAS, CULHUACAN CTM, COL. CULHU",19.332018,-99.115699,2254.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,867,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,10.131,138.25,0.2085,0.4382,0.2169,0.4382,OK,
CMP12409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMP12409.273,CMP1,ESCUELA NACIONAL PREPARATORIA PLANTEL 1,AV DE LA NORIA Y PROLONGACION IGNACIO AL,19.272467,-99.120834,2243.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,1071,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,15.48,156.35,1.7644,2.4721,1.9664,2.4721,OK,
CMP32409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMP32409.273,CMP3,ESCUELA NACIONAL PREPARATORIA PLANTEL 3,AV EDUARDO MOLINA # 7342 CONSTITUCION DE,19.483149,-99.093941,2237.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,1069,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,12.919,44.29,0.5727,0.5841,0.7843,0.7843,OK,
CMP52409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMP52409.273,CMP5,ESCUELA NACIONAL PREPARATORIA PLANTEL 5,CALZADA DEL HUESO # 729 NUEVA ORIENTAL C,19.307133,-99.134384,2241.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,865,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,11.381,155.13,0.1373,0.1408,0.2618,0.2618,OK,
CMP72409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMP72409.273,CMP7,ESCUELA NACIONAL PREPARATORIA PLANTEL 7,CALZADA DE LA VIGA 54 COL MERCED BALBUEN,19.419333,-99.125786,2240.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,1070,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,6.079,69.28,0.4445,0.7159,0.4884,0.7159,OK,
CMP92409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMP92409.273,CMP9,ESCUELA NACIONAL PREPARATORIA PLANTEL 9,AV. INSURGENTES NORTE # 1698 LINDAVISTA,19.485146,-99.128349,2245.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,877,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,10.907,29.76,0.9422,2.5343,2.8428,2.8428,OK,
CMPI2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMPI2409.273,CMPI,PUENTE IMPULSORA SITIO 2,"PUENTE UBICADO AL NORESTE DE LA CDMX, LI",19.48558,-99.048683,2180.0,?,INSTITUTO DE INGENIERIA UNAM,ETNA 2,103729,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,16.737,55.33,1.1116,1.3909,0.7455,1.3909,OK,
CMPR2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMPR2409.273,CMPR,ESCUELA PRIMARIA PEDRO ROMERO DE TERREROS,"CALLE 4 NO. 200, COL. AGRICOLA PANTITLAN",19.411101,-99.063118,2228.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,868,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,12.32,84.23,1.21,3.1421,1.8772,3.1421,OK,
CMRA2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMRA2409.273,CMRA,ESCUELA SECUNDARIA REPUBLICA ARGENTINA,"AV. CANAL DE APATLACO NO. 700, COL. CAMP",19.382406,-99.119846,2241.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,887,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,6.606,107.22,0.9444,1.6368,0.9234,1.6368,OK,
CMRC2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMRC2409.273,CMRC,ESCUELA SECUNDARIA REPUBLICA DE CHILE,"EJE 2 ORIENTE, COL. MEXICALTZINGO, ALCAL",19.355282,-99.121243,2246.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,BASALTO,518,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,7.919,128.89,0.9717,0.7974,1.5811,1.5811,OK,
CMRM2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMRM2409.273,CMRM,ESCUELA PRIMARIA REPUBLICA DE MADAGASCAR,"CALLE LIC. IGNACIO L. VALLARTA, COL. JAC",19.347694,-99.05146,2239.0,ARCILLAS,INSTITUTO DE INGENIERIA UNAM,OBSIDIAN,874,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,14.685,113.31,0.1202,0.0737,0.1009,0.1202,OK,
CMSG2409.273,C:\Users\MCarrilloL\Documents\Doctorado\FallaFinita_Registros\base_datos\2024-09-27-0200_M1_0_CDMX\ACEL\ASA\CMSG2409.273,CMSG,SAN GREGORIO,TERRENO PARTICULAR EN SAN GREGORIO ATLAP,19.25526,-99.04821,2242.0,?,INSTITUTO DE INGENIERIA UNAM,BASALTO,633,3,HNZ/HNN/HNE,100.0,0.01,2024/09/27,02:00:26,/M=1.0,19.4,-99.18,1.0,,02:00:00.000,[],[],[],Gal,2024-09-27-0200-00S.cdmx__267,21.219,139.31,0.4681,0.4011,0.2892,0.4681,OK,
